'global_time':0.02, 'head_vector_x':0, 'head_vector_y':0, 'head_vector_z':1
'global_time':9.165177, 'head_vector_x':-0.6688614, 'head_vector_y':0.285602, 'head_vector_z':0.6863352
'global_time':9.175702, 'head_vector_x':-0.6773923, 'head_vector_y':0.2854227, 'head_vector_z':0.6779923
'global_time':9.185939, 'head_vector_x':-0.6855265, 'head_vector_y':0.2853507, 'head_vector_z':0.6697973
'global_time':9.196654, 'head_vector_x':-0.6933215, 'head_vector_y':0.2854067, 'head_vector_z':0.6617012
'global_time':9.207294, 'head_vector_x':-0.7005932, 'head_vector_y':0.2851319, 'head_vector_z':0.654117
'global_time':9.218746, 'head_vector_x':-0.707685, 'head_vector_y':0.2847043, 'head_vector_z':0.6466261
'global_time':9.229595, 'head_vector_x':-0.7141062, 'head_vector_y':0.2839524, 'head_vector_z':0.6398621
'global_time':9.241266, 'head_vector_x':-0.7204601, 'head_vector_y':0.2831627, 'head_vector_z':0.6330531
'global_time':9.252432, 'head_vector_x':-0.7267469, 'head_vector_y':0.2823896, 'head_vector_z':0.626175
'global_time':9.263239, 'head_vector_x':-0.7332532, 'head_vector_y':0.2816356, 'head_vector_z':0.6188871
'global_time':9.274687, 'head_vector_x':-0.7397836, 'head_vector_y':0.2810841, 'head_vector_z':0.6113198
'global_time':9.28516, 'head_vector_x':-0.7464132, 'head_vector_y':0.2804098, 'head_vector_z':0.603521
'global_time':9.296854, 'head_vector_x':-0.7531916, 'head_vector_y':0.2796723, 'head_vector_z':0.5953871
'global_time':9.308582, 'head_vector_x':-0.7599635, 'head_vector_y':0.2786798, 'head_vector_z':0.5871909
'global_time':9.319686, 'head_vector_x':-0.7668889, 'head_vector_y':0.2775079, 'head_vector_z':0.5786803
'global_time':9.329797, 'head_vector_x':-0.7736204, 'head_vector_y':0.275927, 'head_vector_z':0.5704172
'global_time':9.340711, 'head_vector_x':-0.7802548, 'head_vector_y':0.2742023, 'head_vector_z':0.5621527
'global_time':9.353964, 'head_vector_x':-0.786542, 'head_vector_y':0.2725766, 'head_vector_z':0.5541244
'global_time':9.365149, 'head_vector_x':-0.7925011, 'head_vector_y':0.2708789, 'head_vector_z':0.5464126
'global_time':9.376834, 'head_vector_x':-0.7982873, 'head_vector_y':0.2694147, 'head_vector_z':0.5386586
'global_time':9.38728, 'head_vector_x':-0.8040473, 'head_vector_y':0.2679633, 'head_vector_z':0.5307577
'global_time':9.398048, 'head_vector_x':-0.8095784, 'head_vector_y':0.2666621, 'head_vector_z':0.5229477
'global_time':9.408504, 'head_vector_x':-0.8147976, 'head_vector_y':0.2654756, 'head_vector_z':0.5153906
'global_time':9.419034, 'head_vector_x':-0.819963, 'head_vector_y':0.2638707, 'head_vector_z':0.5079694
'global_time':9.429857, 'head_vector_x':-0.8244886, 'head_vector_y':0.2623374, 'head_vector_z':0.5013957
'global_time':9.441928, 'head_vector_x':-0.8286864, 'head_vector_y':0.2606869, 'head_vector_z':0.4952993
'global_time':9.45357, 'head_vector_x':-0.8327065, 'head_vector_y':0.2590287, 'head_vector_z':0.4893916
'global_time':9.463474, 'head_vector_x':-0.8363442, 'head_vector_y':0.257415, 'head_vector_z':0.4840103
'global_time':9.474546, 'head_vector_x':-0.8394548, 'head_vector_y':0.256198, 'head_vector_z':0.4792475
'global_time':9.4856, 'head_vector_x':-0.8421408, 'head_vector_y':0.2550569, 'head_vector_z':0.4751261
'global_time':9.496928, 'head_vector_x':-0.8445724, 'head_vector_y':0.2540095, 'head_vector_z':0.4713562
'global_time':9.508634, 'head_vector_x':-0.8466026, 'head_vector_y':0.2530505, 'head_vector_z':0.4682195
'global_time':9.519031, 'head_vector_x':-0.8482196, 'head_vector_y':0.2521092, 'head_vector_z':0.4657946
'global_time':9.5301, 'head_vector_x':-0.8494123, 'head_vector_y':0.2511197, 'head_vector_z':0.4641526
'global_time':9.541903, 'head_vector_x':-0.8502462, 'head_vector_y':0.250084, 'head_vector_z':0.4631839
'global_time':9.552532, 'head_vector_x':-0.8503786, 'head_vector_y':0.2496069, 'head_vector_z':0.4631983
'global_time':9.563761, 'head_vector_x':-0.8502073, 'head_vector_y':0.2492415, 'head_vector_z':0.4637094
'global_time':9.574972, 'head_vector_x':-0.8492767, 'head_vector_y':0.249712, 'head_vector_z':0.4651591
'global_time':9.586017, 'head_vector_x':-0.847859, 'head_vector_y':0.2502629, 'head_vector_z':0.4674439
'global_time':9.597324, 'head_vector_x':-0.8456814, 'head_vector_y':0.2516268, 'head_vector_z':0.4706452
'global_time':9.608276, 'head_vector_x':-0.8429936, 'head_vector_y':0.2527111, 'head_vector_z':0.4748671
'global_time':9.619955, 'head_vector_x':-0.8398811, 'head_vector_y':0.2540769, 'head_vector_z':0.4796298
'global_time':9.633182, 'head_vector_x':-0.8364597, 'head_vector_y':0.2554522, 'head_vector_z':0.4848499
'global_time':9.644346, 'head_vector_x':-0.8329834, 'head_vector_y':0.2568873, 'head_vector_z':0.4900485
'global_time':9.653517, 'head_vector_x':-0.8293896, 'head_vector_y':0.2587267, 'head_vector_z':0.4951499
'global_time':9.663725, 'head_vector_x':-0.8256731, 'head_vector_y':0.2607998, 'head_vector_z':0.5002473
'global_time':9.674657, 'head_vector_x':-0.822041, 'head_vector_y':0.2626551, 'head_vector_z':0.5052335
'global_time':9.686034, 'head_vector_x':-0.8181009, 'head_vector_y':0.2651355, 'head_vector_z':0.510308
'global_time':9.697235, 'head_vector_x':-0.8141687, 'head_vector_y':0.2676761, 'head_vector_z':0.5152465
'global_time':9.708116, 'head_vector_x':-0.8101126, 'head_vector_y':0.270848, 'head_vector_z':0.5199605
'global_time':9.719243, 'head_vector_x':-0.8057911, 'head_vector_y':0.2744173, 'head_vector_z':0.5247817
'global_time':9.730814, 'head_vector_x':-0.8012537, 'head_vector_y':0.2786121, 'head_vector_z':0.5294977
'global_time':9.742407, 'head_vector_x':-0.7968307, 'head_vector_y':0.2825192, 'head_vector_z':0.5340821
'global_time':9.75274, 'head_vector_x':-0.7922419, 'head_vector_y':0.2869067, 'head_vector_z':0.5385512
'global_time':9.763756, 'head_vector_x':-0.7875865, 'head_vector_y':0.2913697, 'head_vector_z':0.5429653
'global_time':9.775059, 'head_vector_x':-0.7825397, 'head_vector_y':0.2967931, 'head_vector_z':0.5473074
'global_time':9.786857, 'head_vector_x':-0.7773695, 'head_vector_y':0.3027514, 'head_vector_z':0.5513966
'global_time':9.798935, 'head_vector_x':-0.7719496, 'head_vector_y':0.3085138, 'head_vector_z':0.5557995
'global_time':9.808022, 'head_vector_x':-0.7662138, 'head_vector_y':0.3144797, 'head_vector_z':0.5603739
'global_time':9.819283, 'head_vector_x':-0.7602034, 'head_vector_y':0.3204845, 'head_vector_z':0.5651377
'global_time':9.83054, 'head_vector_x':-0.7540627, 'head_vector_y':0.326031, 'head_vector_z':0.5701695
'global_time':9.841992, 'head_vector_x':-0.7473598, 'head_vector_y':0.33168, 'head_vector_z':0.5757098
'global_time':9.852667, 'head_vector_x':-0.7406591, 'head_vector_y':0.3367982, 'head_vector_z':0.58137
'global_time':9.864186, 'head_vector_x':-0.7332856, 'head_vector_y':0.3413409, 'head_vector_z':0.5880294
'global_time':9.875835, 'head_vector_x':-0.7253215, 'head_vector_y':0.3454508, 'head_vector_z':0.5954599
'global_time':9.88591, 'head_vector_x':-0.716467, 'head_vector_y':0.3485999, 'head_vector_z':0.604279
'global_time':9.897051, 'head_vector_x':-0.7068068, 'head_vector_y':0.3513398, 'head_vector_z':0.6139905
'global_time':9.90893, 'head_vector_x':-0.6963071, 'head_vector_y':0.3537432, 'head_vector_z':0.6245176
'global_time':9.919235, 'head_vector_x':-0.6845793, 'head_vector_y':0.3556394, 'head_vector_z':0.6362953
'global_time':9.930412, 'head_vector_x':-0.6725216, 'head_vector_y':0.3570318, 'head_vector_z':0.6482615
'global_time':9.941807, 'head_vector_x':-0.6601708, 'head_vector_y':0.3584325, 'head_vector_z':0.6600763
'global_time':9.95318, 'head_vector_x':-0.6472685, 'head_vector_y':0.359448, 'head_vector_z':0.672191
'global_time':9.963787, 'head_vector_x':-0.6341926, 'head_vector_y':0.3602958, 'head_vector_z':0.6840955
'global_time':9.974694, 'head_vector_x':-0.6207554, 'head_vector_y':0.3611683, 'head_vector_z':0.6958594
'global_time':9.986741, 'head_vector_x':-0.6073183, 'head_vector_y':0.3615663, 'head_vector_z':0.7074138
'global_time':9.998537, 'head_vector_x':-0.5938631, 'head_vector_y':0.3617221, 'head_vector_z':0.7186681
'global_time':10.01104, 'head_vector_x':-0.5802618, 'head_vector_y':0.3618008, 'head_vector_z':0.729655
'global_time':10.02098, 'head_vector_x':-0.566889, 'head_vector_y':0.3615926, 'head_vector_z':0.7401943
'global_time':10.03194, 'head_vector_x':-0.5534309, 'head_vector_y':0.3615864, 'head_vector_z':0.750313
'global_time':10.04349, 'head_vector_x':-0.5401282, 'head_vector_y':0.3612604, 'head_vector_z':0.7601003
'global_time':10.05336, 'head_vector_x':-0.5269035, 'head_vector_y':0.360923, 'head_vector_z':0.7694851
'global_time':10.06339, 'head_vector_x':-0.5139525, 'head_vector_y':0.3600734, 'head_vector_z':0.7785885
'global_time':10.07452, 'head_vector_x':-0.500937, 'head_vector_y':0.3590434, 'head_vector_z':0.7874961
'global_time':10.08685, 'head_vector_x':-0.4878863, 'head_vector_y':0.3580355, 'head_vector_z':0.7961015
'global_time':10.09857, 'head_vector_x':-0.4751064, 'head_vector_y':0.3577927, 'head_vector_z':0.8039019
'global_time':10.11199, 'head_vector_x':-0.4627622, 'head_vector_y':0.3585798, 'head_vector_z':0.8107229
'global_time':10.12317, 'head_vector_x':-0.450461, 'head_vector_y':0.3598262, 'head_vector_z':0.8170741
'global_time':10.13401, 'head_vector_x':-0.4388485, 'head_vector_y':0.3614118, 'head_vector_z':0.8226746
'global_time':10.14459, 'head_vector_x':-0.4274501, 'head_vector_y':0.3627659, 'head_vector_z':0.8280624
'global_time':10.15813, 'head_vector_x':-0.4159274, 'head_vector_y':0.3644062, 'head_vector_z':0.8331942
'global_time':10.16981, 'head_vector_x':-0.4046583, 'head_vector_y':0.3652202, 'head_vector_z':0.838371
'global_time':10.17904, 'head_vector_x':-0.393329, 'head_vector_y':0.3653779, 'head_vector_z':0.8436772
'global_time':10.18823, 'head_vector_x':-0.3829829, 'head_vector_y':0.3649306, 'head_vector_z':0.8486164
'global_time':10.1994, 'head_vector_x':-0.3729528, 'head_vector_y':0.3641728, 'head_vector_z':0.8533958
'global_time':10.20988, 'head_vector_x':-0.3642128, 'head_vector_y':0.36315, 'head_vector_z':0.8575961
'global_time':10.21913, 'head_vector_x':-0.3560239, 'head_vector_y':0.3623842, 'head_vector_z':0.8613505
'global_time':10.22999, 'head_vector_x':-0.3482029, 'head_vector_y':0.3621366, 'head_vector_z':0.8646455
'global_time':10.24141, 'head_vector_x':-0.3408231, 'head_vector_y':0.362108, 'head_vector_z':0.8675929
'global_time':10.25174, 'head_vector_x':-0.3345343, 'head_vector_y':0.3626844, 'head_vector_z':0.869797
'global_time':10.26112, 'head_vector_x':-0.3284085, 'head_vector_y':0.3629344, 'head_vector_z':0.8720244
'global_time':10.27019, 'head_vector_x':-0.3233073, 'head_vector_y':0.364029, 'head_vector_z':0.8734731
'global_time':10.28188, 'head_vector_x':-0.3190357, 'head_vector_y':0.3647931, 'head_vector_z':0.8747241
'global_time':10.29239, 'head_vector_x':-0.3151516, 'head_vector_y':0.3658168, 'head_vector_z':0.8757041
'global_time':10.30316, 'head_vector_x':-0.3121647, 'head_vector_y':0.3673316, 'head_vector_z':0.8761397
'global_time':10.31426, 'head_vector_x':-0.308906, 'head_vector_y':0.3684827, 'head_vector_z':0.876811
'global_time':10.32562, 'head_vector_x':-0.3070274, 'head_vector_y':0.3701136, 'head_vector_z':0.876784
'global_time':10.33678, 'head_vector_x':-0.3046884, 'head_vector_y':0.3715913, 'head_vector_z':0.8769748
'global_time':10.34779, 'head_vector_x':-0.3034136, 'head_vector_y':0.3728464, 'head_vector_z':0.8768841
'global_time':10.35978, 'head_vector_x':-0.3018478, 'head_vector_y':0.3743813, 'head_vector_z':0.8767706
'global_time':10.36994, 'head_vector_x':-0.3009114, 'head_vector_y':0.3757227, 'head_vector_z':0.8765185
'global_time':10.38147, 'head_vector_x':-0.2997297, 'head_vector_y':0.3768478, 'head_vector_z':0.8764405
'global_time':10.39211, 'head_vector_x':-0.2990035, 'head_vector_y':0.3777633, 'head_vector_z':0.8762944
'global_time':10.40307, 'head_vector_x':-0.2978708, 'head_vector_y':0.3781863, 'head_vector_z':0.8764976
'global_time':10.41439, 'head_vector_x':-0.2964878, 'head_vector_y':0.3786103, 'head_vector_z':0.8767834
'global_time':10.42556, 'head_vector_x':-0.2947454, 'head_vector_y':0.3787233, 'head_vector_z':0.877322
'global_time':10.43657, 'head_vector_x':-0.2929839, 'head_vector_y':0.3786711, 'head_vector_z':0.8779343
'global_time':10.44791, 'head_vector_x':-0.2909296, 'head_vector_y':0.3784145, 'head_vector_z':0.8787277
'global_time':10.45886, 'head_vector_x':-0.2888446, 'head_vector_y':0.3782485, 'head_vector_z':0.8794867
'global_time':10.46993, 'head_vector_x':-0.2866479, 'head_vector_y':0.3780269, 'head_vector_z':0.8803003
'global_time':10.48103, 'head_vector_x':-0.284797, 'head_vector_y':0.3778782, 'head_vector_z':0.8809646
'global_time':10.49214, 'head_vector_x':-0.2827114, 'head_vector_y':0.3778608, 'head_vector_z':0.8816436
'global_time':10.50392, 'head_vector_x':-0.2812217, 'head_vector_y':0.3779232, 'head_vector_z':0.8820932
'global_time':10.51507, 'head_vector_x':-0.2801165, 'head_vector_y':0.3776846, 'head_vector_z':0.8825469
'global_time':10.52578, 'head_vector_x':-0.2794383, 'head_vector_y':0.3774915, 'head_vector_z':0.8828445
'global_time':10.53649, 'head_vector_x':-0.2791886, 'head_vector_y':0.3773887, 'head_vector_z':0.8829675
'global_time':10.54765, 'head_vector_x':-0.278727, 'head_vector_y':0.37739, 'head_vector_z':0.8831127
'global_time':10.55978, 'head_vector_x':-0.2790757, 'head_vector_y':0.3770224, 'head_vector_z':0.8831596
'global_time':10.5696, 'head_vector_x':-0.2797419, 'head_vector_y':0.3767367, 'head_vector_z':0.8830708
'global_time':10.58096, 'head_vector_x':-0.2804883, 'head_vector_y':0.3762583, 'head_vector_z':0.8830379
'global_time':10.59217, 'head_vector_x':-0.2815089, 'head_vector_y':0.3760384, 'head_vector_z':0.8828068
'global_time':10.60331, 'head_vector_x':-0.2829129, 'head_vector_y':0.3761438, 'head_vector_z':0.882313
'global_time':10.61494, 'head_vector_x':-0.2846436, 'head_vector_y':0.3760606, 'head_vector_z':0.8817916
'global_time':10.62636, 'head_vector_x':-0.2864757, 'head_vector_y':0.3760691, 'head_vector_z':0.8811945
'global_time':10.63779, 'head_vector_x':-0.2887582, 'head_vector_y':0.3759765, 'head_vector_z':0.8804887
'global_time':10.64912, 'head_vector_x':-0.2911512, 'head_vector_y':0.3759223, 'head_vector_z':0.8797235
'global_time':10.66095, 'head_vector_x':-0.2933823, 'head_vector_y':0.3761811, 'head_vector_z':0.8788712
'global_time':10.67194, 'head_vector_x':-0.2958801, 'head_vector_y':0.3769863, 'head_vector_z':0.8776881
'global_time':10.68338, 'head_vector_x':-0.2987201, 'head_vector_y':0.3781281, 'head_vector_z':0.8762337
'global_time':10.69462, 'head_vector_x':-0.3020064, 'head_vector_y':0.3796499, 'head_vector_z':0.8744473
'global_time':10.70738, 'head_vector_x':-0.3059225, 'head_vector_y':0.3814244, 'head_vector_z':0.8723112
'global_time':10.71877, 'head_vector_x':-0.3104129, 'head_vector_y':0.3833076, 'head_vector_z':0.8698961
'global_time':10.72898, 'head_vector_x':-0.3152757, 'head_vector_y':0.3857298, 'head_vector_z':0.867072
'global_time':10.74087, 'head_vector_x':-0.3208529, 'head_vector_y':0.3876847, 'head_vector_z':0.8641493
'global_time':10.75397, 'head_vector_x':-0.3263233, 'head_vector_y':0.3897463, 'head_vector_z':0.8611683
'global_time':10.76546, 'head_vector_x':-0.3318086, 'head_vector_y':0.391742, 'head_vector_z':0.8581616
'global_time':10.77701, 'head_vector_x':-0.336944, 'head_vector_y':0.3937218, 'head_vector_z':0.8552496
'global_time':10.78781, 'head_vector_x':-0.3423398, 'head_vector_y':0.3957853, 'head_vector_z':0.8521487
'global_time':10.80024, 'head_vector_x':-0.3473403, 'head_vector_y':0.3978404, 'head_vector_z':0.849163
'global_time':10.81103, 'head_vector_x':-0.352589, 'head_vector_y':0.3992606, 'head_vector_z':0.8463285
'global_time':10.82165, 'head_vector_x':-0.3576097, 'head_vector_y':0.400616, 'head_vector_z':0.843577
'global_time':10.83389, 'head_vector_x':-0.362318, 'head_vector_y':0.4016831, 'head_vector_z':0.8410567
'global_time':10.84399, 'head_vector_x':-0.3667792, 'head_vector_y':0.4022308, 'head_vector_z':0.8388584
'global_time':10.85286, 'head_vector_x':-0.3710793, 'head_vector_y':0.4031264, 'head_vector_z':0.8365341
'global_time':10.86415, 'head_vector_x':-0.3751625, 'head_vector_y':0.4037881, 'head_vector_z':0.8343909
'global_time':10.87592, 'head_vector_x':-0.3787892, 'head_vector_y':0.4044216, 'head_vector_z':0.8324434
'global_time':10.88636, 'head_vector_x':-0.3823107, 'head_vector_y':0.4049537, 'head_vector_z':0.8305727
'global_time':10.89622, 'head_vector_x':-0.3854914, 'head_vector_y':0.4051215, 'head_vector_z':0.8290193
'global_time':10.90837, 'head_vector_x':-0.3883097, 'head_vector_y':0.4053072, 'head_vector_z':0.827612
'global_time':10.91903, 'head_vector_x':-0.3908849, 'head_vector_y':0.4052444, 'head_vector_z':0.8264297
'global_time':10.93013, 'head_vector_x':-0.3931045, 'head_vector_y':0.4050725, 'head_vector_z':0.8254606
'global_time':10.94128, 'head_vector_x':-0.3953798, 'head_vector_y':0.4048212, 'head_vector_z':0.8244966
'global_time':10.95276, 'head_vector_x':-0.3969184, 'head_vector_y':0.404221, 'head_vector_z':0.8240517
'global_time':10.96415, 'head_vector_x':-0.3985561, 'head_vector_y':0.4037629, 'head_vector_z':0.8234856
'global_time':10.97559, 'head_vector_x':-0.3994975, 'head_vector_y':0.4032924, 'head_vector_z':0.82326
'global_time':10.98625, 'head_vector_x':-0.4001814, 'head_vector_y':0.4027411, 'head_vector_z':0.8231977
'global_time':10.99572, 'head_vector_x':-0.4003055, 'head_vector_y':0.4019774, 'head_vector_z':0.8235106
'global_time':11.00561, 'head_vector_x':-0.3998479, 'head_vector_y':0.4015169, 'head_vector_z':0.8239574
'global_time':11.0194, 'head_vector_x':-0.3988055, 'head_vector_y':0.4009329, 'head_vector_z':0.8247466
'global_time':11.03238, 'head_vector_x':-0.3973613, 'head_vector_y':0.4003888, 'head_vector_z':0.8257074
'global_time':11.04354, 'head_vector_x':-0.3946776, 'head_vector_y':0.3997429, 'head_vector_z':0.827306
'global_time':11.05398, 'head_vector_x':-0.3911804, 'head_vector_y':0.3989029, 'head_vector_z':0.8293698
'global_time':11.06528, 'head_vector_x':-0.3868392, 'head_vector_y':0.3981467, 'head_vector_z':0.831766
'global_time':11.0765, 'head_vector_x':-0.3819561, 'head_vector_y':0.3969828, 'head_vector_z':0.8345743
'global_time':11.08681, 'head_vector_x':-0.3768083, 'head_vector_y':0.3958915, 'head_vector_z':0.8374279
'global_time':11.09854, 'head_vector_x':-0.37048, 'head_vector_y':0.3948268, 'head_vector_z':0.8407475
'global_time':11.10966, 'head_vector_x':-0.3635091, 'head_vector_y':0.3931645, 'head_vector_z':0.8445606
'global_time':11.11899, 'head_vector_x':-0.3563446, 'head_vector_y':0.3918433, 'head_vector_z':0.8482201
'global_time':11.12754, 'head_vector_x':-0.348368, 'head_vector_y':0.3903848, 'head_vector_z':0.8521969
'global_time':11.13849, 'head_vector_x':-0.340405, 'head_vector_y':0.3888683, 'head_vector_z':0.8560992
'global_time':11.1501, 'head_vector_x':-0.332198, 'head_vector_y':0.3873629, 'head_vector_z':0.8599968
'global_time':11.16172, 'head_vector_x':-0.3237883, 'head_vector_y':0.3859335, 'head_vector_z':0.8638383
'global_time':11.1721, 'head_vector_x':-0.3151918, 'head_vector_y':0.3846231, 'head_vector_z':0.8675939
'global_time':11.18514, 'head_vector_x':-0.3062272, 'head_vector_y':0.3834432, 'head_vector_z':0.8713186
'global_time':11.19565, 'head_vector_x':-0.2973686, 'head_vector_y':0.382432, 'head_vector_z':0.8748244
'global_time':11.20759, 'head_vector_x':-0.2879438, 'head_vector_y':0.3812201, 'head_vector_z':0.8784985
'global_time':11.21792, 'head_vector_x':-0.2785508, 'head_vector_y':0.3801833, 'head_vector_z':0.8819695
'global_time':11.22776, 'head_vector_x':-0.269121, 'head_vector_y':0.3795643, 'head_vector_z':0.8851581
'global_time':11.24288, 'head_vector_x':-0.2601746, 'head_vector_y':0.3791984, 'head_vector_z':0.8879852
'global_time':11.25349, 'head_vector_x':-0.2516659, 'head_vector_y':0.3789733, 'head_vector_z':0.8905299
'global_time':11.26529, 'head_vector_x':-0.2431237, 'head_vector_y':0.3790131, 'head_vector_z':0.8928829
'global_time':11.27677, 'head_vector_x':-0.2353584, 'head_vector_y':0.3788266, 'head_vector_z':0.8950402
'global_time':11.28586, 'head_vector_x':-0.2278873, 'head_vector_y':0.3786348, 'head_vector_z':0.8970525
'global_time':11.29601, 'head_vector_x':-0.2210799, 'head_vector_y':0.3783872, 'head_vector_z':0.8988586
'global_time':11.30724, 'head_vector_x':-0.2149031, 'head_vector_y':0.3778988, 'head_vector_z':0.9005605
'global_time':11.3188, 'head_vector_x':-0.2091137, 'head_vector_y':0.3771589, 'head_vector_z':0.902232
'global_time':11.3299, 'head_vector_x':-0.2046837, 'head_vector_y':0.376573, 'head_vector_z':0.9034917
'global_time':11.34017, 'head_vector_x':-0.2004278, 'head_vector_y':0.3757942, 'head_vector_z':0.9047693
'global_time':11.3517, 'head_vector_x':-0.198197, 'head_vector_y':0.3750067, 'head_vector_z':0.9055871
'global_time':11.36209, 'head_vector_x':-0.1962106, 'head_vector_y':0.3741823, 'head_vector_z':0.9063603
'global_time':11.37385, 'head_vector_x':-0.1958816, 'head_vector_y':0.373302, 'head_vector_z':0.9067943
'global_time':11.38504, 'head_vector_x':-0.1971411, 'head_vector_y':0.3722153, 'head_vector_z':0.9069681
'global_time':11.39562, 'head_vector_x':-0.1996756, 'head_vector_y':0.3710016, 'head_vector_z':0.906911
'global_time':11.40682, 'head_vector_x':-0.2044667, 'head_vector_y':0.3695093, 'head_vector_z':0.9064526
'global_time':11.41727, 'head_vector_x':-0.2100867, 'head_vector_y':0.3679074, 'head_vector_z':0.9058188
'global_time':11.42724, 'head_vector_x':-0.2172609, 'head_vector_y':0.3664207, 'head_vector_z':0.9047284
'global_time':11.44013, 'head_vector_x':-0.2250614, 'head_vector_y':0.3649465, 'head_vector_z':0.9034165
'global_time':11.45083, 'head_vector_x':-0.2349455, 'head_vector_y':0.3639334, 'head_vector_z':0.9013063
'global_time':11.46165, 'head_vector_x':-0.2453671, 'head_vector_y':0.3632257, 'head_vector_z':0.8988115
'global_time':11.47451, 'head_vector_x':-0.2569388, 'head_vector_y':0.3631066, 'head_vector_z':0.8956205
'global_time':11.48592, 'head_vector_x':-0.2692493, 'head_vector_y':0.3628647, 'head_vector_z':0.8920953
'global_time':11.49517, 'head_vector_x':-0.2821204, 'head_vector_y':0.3627545, 'head_vector_z':0.8881539
'global_time':11.50937, 'head_vector_x':-0.2956763, 'head_vector_y':0.362577, 'head_vector_z':0.8838062
'global_time':11.51995, 'head_vector_x':-0.3093633, 'head_vector_y':0.3623389, 'head_vector_z':0.879207
'global_time':11.53182, 'head_vector_x':-0.3242534, 'head_vector_y':0.3620492, 'head_vector_z':0.8739451
'global_time':11.54122, 'head_vector_x':-0.3390431, 'head_vector_y':0.3618556, 'head_vector_z':0.8683953
'global_time':11.55187, 'head_vector_x':-0.3545918, 'head_vector_y':0.3618699, 'head_vector_z':0.8621571
'global_time':11.56235, 'head_vector_x':-0.3703554, 'head_vector_y':0.361787, 'head_vector_z':0.8555391
'global_time':11.57376, 'head_vector_x':-0.3859292, 'head_vector_y':0.361326, 'head_vector_z':0.848824
'global_time':11.5862, 'head_vector_x':-0.4020292, 'head_vector_y':0.360942, 'head_vector_z':0.8414829
'global_time':11.59617, 'head_vector_x':-0.4177135, 'head_vector_y':0.360577, 'head_vector_z':0.8339663
'global_time':11.60702, 'head_vector_x':-0.4330353, 'head_vector_y':0.3603351, 'head_vector_z':0.8262198
'global_time':11.61825, 'head_vector_x':-0.4480402, 'head_vector_y':0.3603669, 'head_vector_z':0.818166
'global_time':11.62776, 'head_vector_x':-0.463114, 'head_vector_y':0.3605802, 'head_vector_z':0.8096341
'global_time':11.63974, 'head_vector_x':-0.4777766, 'head_vector_y':0.3607026, 'head_vector_z':0.8010138
'global_time':11.65031, 'head_vector_x':-0.4927181, 'head_vector_y':0.3604261, 'head_vector_z':0.7920365
'global_time':11.66167, 'head_vector_x':-0.5071929, 'head_vector_y':0.3600328, 'head_vector_z':0.7830274
'global_time':11.67632, 'head_vector_x':-0.5214651, 'head_vector_y':0.3597012, 'head_vector_z':0.7737502
'global_time':11.68678, 'head_vector_x':-0.5352655, 'head_vector_y':0.360198, 'head_vector_z':0.7640342
'global_time':11.69681, 'head_vector_x':-0.5486042, 'head_vector_y':0.3608177, 'head_vector_z':0.7542176
'global_time':11.70713, 'head_vector_x':-0.5615022, 'head_vector_y':0.361408, 'head_vector_z':0.7443786
'global_time':11.71733, 'head_vector_x':-0.5741297, 'head_vector_y':0.3620189, 'head_vector_z':0.7343823
'global_time':11.72765, 'head_vector_x':-0.5865863, 'head_vector_y':0.3621225, 'head_vector_z':0.7244197
'global_time':11.73885, 'head_vector_x':-0.5986713, 'head_vector_y':0.3624157, 'head_vector_z':0.7143162
'global_time':11.75004, 'head_vector_x':-0.6101137, 'head_vector_y':0.3624316, 'head_vector_z':0.7045599
'global_time':11.76108, 'head_vector_x':-0.6213534, 'head_vector_y':0.3624632, 'head_vector_z':0.6946512
'global_time':11.77218, 'head_vector_x':-0.6321374, 'head_vector_y':0.3625282, 'head_vector_z':0.6848179
'global_time':11.78386, 'head_vector_x':-0.6426097, 'head_vector_y':0.3625358, 'head_vector_z':0.6749967
'global_time':11.79491, 'head_vector_x':-0.6526219, 'head_vector_y':0.3628461, 'head_vector_z':0.6651522
'global_time':11.80559, 'head_vector_x':-0.6622327, 'head_vector_y':0.3632556, 'head_vector_z':0.6553572
'global_time':11.81655, 'head_vector_x':-0.6718274, 'head_vector_y':0.3637215, 'head_vector_z':0.6452554
'global_time':11.82764, 'head_vector_x':-0.680946, 'head_vector_y':0.3641267, 'head_vector_z':0.635393
'global_time':11.83984, 'head_vector_x':-0.6899722, 'head_vector_y':0.3642697, 'head_vector_z':0.6254966
'global_time':11.85187, 'head_vector_x':-0.6981579, 'head_vector_y':0.363727, 'head_vector_z':0.6166672
'global_time':11.86201, 'head_vector_x':-0.7059427, 'head_vector_y':0.3635578, 'head_vector_z':0.6078409
'global_time':11.87374, 'head_vector_x':-0.7133555, 'head_vector_y':0.3632167, 'head_vector_z':0.5993309
'global_time':11.88567, 'head_vector_x':-0.7201332, 'head_vector_y':0.3633485, 'head_vector_z':0.5910889
'global_time':11.89527, 'head_vector_x':-0.7262078, 'head_vector_y':0.363233, 'head_vector_z':0.5836815
'global_time':11.90689, 'head_vector_x':-0.7322311, 'head_vector_y':0.3630352, 'head_vector_z':0.5762319
'global_time':11.91887, 'head_vector_x':-0.7373849, 'head_vector_y':0.3632757, 'head_vector_z':0.5694686
'global_time':11.92984, 'head_vector_x':-0.7420627, 'head_vector_y':0.3636942, 'head_vector_z':0.5630893
