'gaze_vector':0.02, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':34.73737, 'gaze_vector_x':-0.112624, 'gaze_vector_y':0.04700791, 'gaze_vector_z':0.9925106
'gaze_vector':34.74975, 'gaze_vector_x':-0.1283834, 'gaze_vector_y':0.04941945, 'gaze_vector_z':0.9904892
'gaze_vector':34.76341, 'gaze_vector_x':-0.1420179, 'gaze_vector_y':0.04796981, 'gaze_vector_z':0.9886866
'gaze_vector':34.77668, 'gaze_vector_x':-0.1544704, 'gaze_vector_y':0.04852348, 'gaze_vector_z':0.9867994
'gaze_vector':34.78855, 'gaze_vector_x':-0.1767963, 'gaze_vector_y':0.05043342, 'gaze_vector_z':0.9829489
'gaze_vector':34.80109, 'gaze_vector_x':-0.1895164, 'gaze_vector_y':0.05149906, 'gaze_vector_z':0.9805133
'gaze_vector':34.81424, 'gaze_vector_x':-0.2017394, 'gaze_vector_y':0.05050844, 'gaze_vector_z':0.9781314
'gaze_vector':34.82639, 'gaze_vector_x':-0.2048635, 'gaze_vector_y':0.04961742, 'gaze_vector_z':0.9775188
'gaze_vector':34.83876, 'gaze_vector_x':-0.2158825, 'gaze_vector_y':0.04884807, 'gaze_vector_z':0.9751868
'gaze_vector':34.84941, 'gaze_vector_x':-0.2274842, 'gaze_vector_y':0.05011155, 'gaze_vector_z':0.9724832
'gaze_vector':34.86234, 'gaze_vector_x':-0.2397853, 'gaze_vector_y':0.05174501, 'gaze_vector_z':0.969435
'gaze_vector':34.87577, 'gaze_vector_x':-0.2505915, 'gaze_vector_y':0.05123867, 'gaze_vector_z':0.9667222
'gaze_vector':34.88828, 'gaze_vector_x':-0.2707235, 'gaze_vector_y':0.04862429, 'gaze_vector_z':0.9614277
'gaze_vector':34.90047, 'gaze_vector_x':-0.2813084, 'gaze_vector_y':0.04528946, 'gaze_vector_z':0.958543
'gaze_vector':34.91421, 'gaze_vector_x':-0.2924652, 'gaze_vector_y':0.04578237, 'gaze_vector_z':0.9551677
'gaze_vector':34.92519, 'gaze_vector_x':-0.3049963, 'gaze_vector_y':0.04653762, 'gaze_vector_z':0.9512049
'gaze_vector':34.93879, 'gaze_vector_x':-0.3160263, 'gaze_vector_y':0.04649648, 'gaze_vector_z':0.9476035
'gaze_vector':34.94955, 'gaze_vector_x':-0.3241519, 'gaze_vector_y':0.0452747, 'gaze_vector_z':0.9449101
'gaze_vector':34.96413, 'gaze_vector_x':-0.3358888, 'gaze_vector_y':0.03989995, 'gaze_vector_z':0.9410484
'gaze_vector':34.97501, 'gaze_vector_x':-0.3486435, 'gaze_vector_y':0.04451205, 'gaze_vector_z':0.9361922
'gaze_vector':34.988, 'gaze_vector_x':-0.3729388, 'gaze_vector_y':0.04388996, 'gaze_vector_z':0.9268031
'gaze_vector':35.00038, 'gaze_vector_x':-0.3807359, 'gaze_vector_y':0.04344012, 'gaze_vector_z':0.9236497
'gaze_vector':35.01366, 'gaze_vector_x':-0.3884104, 'gaze_vector_y':0.04284327, 'gaze_vector_z':0.9204839
'gaze_vector':35.02472, 'gaze_vector_x':-0.400687, 'gaze_vector_y':0.04047924, 'gaze_vector_z':0.9153125
'gaze_vector':35.03608, 'gaze_vector_x':-0.407827, 'gaze_vector_y':0.04060396, 'gaze_vector_z':0.9121439
'gaze_vector':35.05121, 'gaze_vector_x':-0.4069878, 'gaze_vector_y':0.04198865, 'gaze_vector_z':0.9124519
'gaze_vector':35.06337, 'gaze_vector_x':-0.4148445, 'gaze_vector_y':0.03957272, 'gaze_vector_z':0.9090245
'gaze_vector':35.07432, 'gaze_vector_x':-0.4265545, 'gaze_vector_y':0.0370241, 'gaze_vector_z':0.9036919
'gaze_vector':35.08718, 'gaze_vector_x':-0.440954, 'gaze_vector_y':0.03432375, 'gaze_vector_z':0.8968611
'gaze_vector':35.09851, 'gaze_vector_x':-0.4455245, 'gaze_vector_y':0.03320338, 'gaze_vector_z':0.8946474
'gaze_vector':35.11069, 'gaze_vector_x':-0.4513066, 'gaze_vector_y':0.03184798, 'gaze_vector_z':0.8917946
'gaze_vector':35.12216, 'gaze_vector_x':-0.4589807, 'gaze_vector_y':0.03079104, 'gaze_vector_z':0.8879055
'gaze_vector':35.13318, 'gaze_vector_x':-0.4592719, 'gaze_vector_y':0.03097166, 'gaze_vector_z':0.8877394
'gaze_vector':35.14627, 'gaze_vector_x':-0.4628538, 'gaze_vector_y':0.03075621, 'gaze_vector_z':0.8858948
'gaze_vector':35.16291, 'gaze_vector_x':-0.4686224, 'gaze_vector_y':0.02944081, 'gaze_vector_z':0.8829024
'gaze_vector':35.17504, 'gaze_vector_x':-0.4737599, 'gaze_vector_y':0.02678857, 'gaze_vector_z':0.8802317
'gaze_vector':35.18827, 'gaze_vector_x':-0.4765148, 'gaze_vector_y':0.02564035, 'gaze_vector_z':0.87879
'gaze_vector':35.19988, 'gaze_vector_x':-0.4805499, 'gaze_vector_y':0.0253853, 'gaze_vector_z':0.8765879
'gaze_vector':35.21298, 'gaze_vector_x':-0.4794035, 'gaze_vector_y':0.02562166, 'gaze_vector_z':0.8772181
'gaze_vector':35.22846, 'gaze_vector_x':-0.4866359, 'gaze_vector_y':0.02927207, 'gaze_vector_z':0.8731056
'gaze_vector':35.24054, 'gaze_vector_x':-0.4826469, 'gaze_vector_y':0.03555834, 'gaze_vector_z':0.8750774
'gaze_vector':35.25468, 'gaze_vector_x':-0.4811551, 'gaze_vector_y':0.03836015, 'gaze_vector_z':0.8757848
'gaze_vector':35.26743, 'gaze_vector_x':-0.4796334, 'gaze_vector_y':0.0400809, 'gaze_vector_z':0.8765513
'gaze_vector':35.27929, 'gaze_vector_x':-0.4803239, 'gaze_vector_y':0.04366611, 'gaze_vector_z':0.8759955
'gaze_vector':35.29213, 'gaze_vector_x':-0.4823073, 'gaze_vector_y':0.04413648, 'gaze_vector_z':0.8748879
'gaze_vector':35.30423, 'gaze_vector_x':-0.4783659, 'gaze_vector_y':0.04270314, 'gaze_vector_z':0.8771189
'gaze_vector':35.31591, 'gaze_vector_x':-0.4731621, 'gaze_vector_y':0.04146478, 'gaze_vector_z':0.8799912
'gaze_vector':35.33009, 'gaze_vector_x':-0.4742624, 'gaze_vector_y':0.04237208, 'gaze_vector_z':0.8793617
'gaze_vector':35.3423, 'gaze_vector_x':-0.4630497, 'gaze_vector_y':0.04343758, 'gaze_vector_z':0.8852587
'gaze_vector':35.35351, 'gaze_vector_x':-0.4554727, 'gaze_vector_y':0.04269624, 'gaze_vector_z':0.8892148
'gaze_vector':35.36623, 'gaze_vector_x':-0.4372506, 'gaze_vector_y':0.03566342, 'gaze_vector_z':0.8986316
'gaze_vector':35.37978, 'gaze_vector_x':-0.4300386, 'gaze_vector_y':0.03682325, 'gaze_vector_z':0.9020419
'gaze_vector':35.391, 'gaze_vector_x':-0.4195457, 'gaze_vector_y':0.03819335, 'gaze_vector_z':0.9069289
'gaze_vector':35.40321, 'gaze_vector_x':-0.4109392, 'gaze_vector_y':0.03821027, 'gaze_vector_z':0.9108574
'gaze_vector':35.41465, 'gaze_vector_x':-0.3999929, 'gaze_vector_y':0.03794285, 'gaze_vector_z':0.9157193
'gaze_vector':35.42638, 'gaze_vector_x':-0.3855132, 'gaze_vector_y':0.03696634, 'gaze_vector_z':0.9219518
'gaze_vector':35.43961, 'gaze_vector_x':-0.3700264, 'gaze_vector_y':0.02990451, 'gaze_vector_z':0.92853
'gaze_vector':35.4509, 'gaze_vector_x':-0.3279161, 'gaze_vector_y':0.04293755, 'gaze_vector_z':0.9437259
'gaze_vector':35.46259, 'gaze_vector_x':-0.3152422, 'gaze_vector_y':0.03784699, 'gaze_vector_z':0.9482514
'gaze_vector':35.47592, 'gaze_vector_x':-0.3053052, 'gaze_vector_y':0.04577503, 'gaze_vector_z':0.9511487
'gaze_vector':35.48838, 'gaze_vector_x':-0.2831101, 'gaze_vector_y':0.04530566, 'gaze_vector_z':0.9580042
'gaze_vector':35.50024, 'gaze_vector_x':-0.2681163, 'gaze_vector_y':0.0459691, 'gaze_vector_z':0.9622736
'gaze_vector':35.51269, 'gaze_vector_x':-0.2559829, 'gaze_vector_y':0.0474321, 'gaze_vector_z':0.9655097
'gaze_vector':35.52492, 'gaze_vector_x':-0.2436321, 'gaze_vector_y':0.04856975, 'gaze_vector_z':0.9686425
'gaze_vector':35.53647, 'gaze_vector_x':-0.2329266, 'gaze_vector_y':0.04828496, 'gaze_vector_z':0.9712893
'gaze_vector':35.54877, 'gaze_vector_x':-0.222696, 'gaze_vector_y':0.04834918, 'gaze_vector_z':0.9736791
'gaze_vector':35.56194, 'gaze_vector_x':-0.2150498, 'gaze_vector_y':0.04596545, 'gaze_vector_z':0.9755055
'gaze_vector':35.57578, 'gaze_vector_x':-0.200838, 'gaze_vector_y':0.0470139, 'gaze_vector_z':0.9784804
'gaze_vector':35.58842, 'gaze_vector_x':-0.1819469, 'gaze_vector_y':0.04040543, 'gaze_vector_z':0.9824767
'gaze_vector':35.60025, 'gaze_vector_x':-0.1732855, 'gaze_vector_y':0.04037218, 'gaze_vector_z':0.9840387
'gaze_vector':35.61484, 'gaze_vector_x':-0.1662239, 'gaze_vector_y':0.03936419, 'gaze_vector_z':0.9852872
'gaze_vector':35.62896, 'gaze_vector_x':-0.1537894, 'gaze_vector_y':0.03934909, 'gaze_vector_z':0.9873158
'gaze_vector':35.64013, 'gaze_vector_x':-0.1446669, 'gaze_vector_y':0.03999223, 'gaze_vector_z':0.9886576
'gaze_vector':35.65422, 'gaze_vector_x':-0.1272502, 'gaze_vector_y':0.04011063, 'gaze_vector_z':0.9910454
'gaze_vector':35.66592, 'gaze_vector_x':-0.0955896, 'gaze_vector_y':0.04018375, 'gaze_vector_z':0.9946065
'gaze_vector':35.68253, 'gaze_vector_x':-0.08184493, 'gaze_vector_y':0.03890236, 'gaze_vector_z':0.995882
'gaze_vector':35.69481, 'gaze_vector_x':-0.06863696, 'gaze_vector_y':0.04038626, 'gaze_vector_z':0.9968157
'gaze_vector':35.70791, 'gaze_vector_x':-0.04876199, 'gaze_vector_y':0.03468636, 'gaze_vector_z':0.9981936
'gaze_vector':35.72031, 'gaze_vector_x':-0.03853395, 'gaze_vector_y':0.02378607, 'gaze_vector_z':0.9989676
'gaze_vector':35.73185, 'gaze_vector_x':-0.02083038, 'gaze_vector_y':0.01807072, 'gaze_vector_z':0.9996167
'gaze_vector':35.74329, 'gaze_vector_x':-0.001303332, 'gaze_vector_y':0.03201826, 'gaze_vector_z':0.9994798
'gaze_vector':35.7556, 'gaze_vector_x':0.01305278, 'gaze_vector_y':0.03306361, 'gaze_vector_z':0.9993659
'gaze_vector':35.76733, 'gaze_vector_x':0.02503357, 'gaze_vector_y':0.0357793, 'gaze_vector_z':0.9990423
'gaze_vector':35.77943, 'gaze_vector_x':0.04438544, 'gaze_vector_y':0.04074093, 'gaze_vector_z':0.9981715
'gaze_vector':35.79206, 'gaze_vector_x':0.06538127, 'gaze_vector_y':0.04682364, 'gaze_vector_z':0.9967516
'gaze_vector':35.80513, 'gaze_vector_x':0.06805148, 'gaze_vector_y':0.04766018, 'gaze_vector_z':0.9965375
'gaze_vector':35.8157, 'gaze_vector_x':0.08569679, 'gaze_vector_y':0.03654796, 'gaze_vector_z':0.9956446
'gaze_vector':35.82747, 'gaze_vector_x':0.1009132, 'gaze_vector_y':0.04429621, 'gaze_vector_z':0.9938958
'gaze_vector':35.83919, 'gaze_vector_x':0.1144505, 'gaze_vector_y':0.0487492, 'gaze_vector_z':0.9922282
'gaze_vector':35.8546, 'gaze_vector_x':0.1258328, 'gaze_vector_y':0.03642159, 'gaze_vector_z':0.9913716
'gaze_vector':35.86748, 'gaze_vector_x':0.1363475, 'gaze_vector_y':0.03653627, 'gaze_vector_z':0.9899771
'gaze_vector':35.88043, 'gaze_vector_x':0.1490951, 'gaze_vector_y':0.03695119, 'gaze_vector_z':0.9881278
'gaze_vector':35.89056, 'gaze_vector_x':0.1613229, 'gaze_vector_y':0.03572155, 'gaze_vector_z':0.9862545
'gaze_vector':35.90118, 'gaze_vector_x':0.17355, 'gaze_vector_y':0.03868718, 'gaze_vector_z':0.9840563
'gaze_vector':35.91269, 'gaze_vector_x':0.1836778, 'gaze_vector_y':0.03986024, 'gaze_vector_z':0.9821672
'gaze_vector':35.92363, 'gaze_vector_x':0.19414, 'gaze_vector_y':0.04007918, 'gaze_vector_z':0.980144
'gaze_vector':35.93739, 'gaze_vector_x':0.205698, 'gaze_vector_y':0.04199495, 'gaze_vector_z':0.9776997
'gaze_vector':35.94899, 'gaze_vector_x':0.2153221, 'gaze_vector_y':0.04195316, 'gaze_vector_z':0.9756281
'gaze_vector':35.96154, 'gaze_vector_x':0.2256099, 'gaze_vector_y':0.04237327, 'gaze_vector_z':0.9732906
'gaze_vector':35.97284, 'gaze_vector_x':0.2339416, 'gaze_vector_y':0.04297505, 'gaze_vector_z':0.9712988
'gaze_vector':35.98565, 'gaze_vector_x':0.2439761, 'gaze_vector_y':0.04529018, 'gaze_vector_z':0.9687105
'gaze_vector':35.99807, 'gaze_vector_x':0.2643421, 'gaze_vector_y':0.04678288, 'gaze_vector_z':0.9632913
'gaze_vector':36.00838, 'gaze_vector_x':0.2800848, 'gaze_vector_y':0.05763152, 'gaze_vector_z':0.9582412
'gaze_vector':36.02026, 'gaze_vector_x':0.2858326, 'gaze_vector_y':0.05949122, 'gaze_vector_z':0.9564165
'gaze_vector':36.03381, 'gaze_vector_x':0.2915311, 'gaze_vector_y':0.06097275, 'gaze_vector_z':0.9546123
'gaze_vector':36.04574, 'gaze_vector_x':0.296411, 'gaze_vector_y':0.06183501, 'gaze_vector_z':0.9530458
'gaze_vector':36.05733, 'gaze_vector_x':0.3011926, 'gaze_vector_y':0.04785307, 'gaze_vector_z':0.9523603
'gaze_vector':36.07002, 'gaze_vector_x':0.3348292, 'gaze_vector_y':0.05926188, 'gaze_vector_z':0.940407
'gaze_vector':36.08357, 'gaze_vector_x':0.3392365, 'gaze_vector_y':0.05406246, 'gaze_vector_z':0.9391455
'gaze_vector':36.0958, 'gaze_vector_x':0.3610699, 'gaze_vector_y':0.04927239, 'gaze_vector_z':0.9312205
'gaze_vector':36.10719, 'gaze_vector_x':0.3875107, 'gaze_vector_y':0.05556763, 'gaze_vector_z':0.920172
'gaze_vector':36.11943, 'gaze_vector_x':0.4166168, 'gaze_vector_y':0.05586018, 'gaze_vector_z':0.9073496
'gaze_vector':36.13425, 'gaze_vector_x':0.4228915, 'gaze_vector_y':0.06075417, 'gaze_vector_z':0.9041379
'gaze_vector':36.147, 'gaze_vector_x':0.4309092, 'gaze_vector_y':0.05497835, 'gaze_vector_z':0.9007088
'gaze_vector':36.15942, 'gaze_vector_x':0.4346511, 'gaze_vector_y':0.05480569, 'gaze_vector_z':0.898922
'gaze_vector':36.17341, 'gaze_vector_x':0.4301361, 'gaze_vector_y':0.05504491, 'gaze_vector_z':0.9010689
'gaze_vector':36.18958, 'gaze_vector_x':0.4515592, 'gaze_vector_y':0.05789609, 'gaze_vector_z':0.8903575
'gaze_vector':36.20132, 'gaze_vector_x':0.4578356, 'gaze_vector_y':0.05538455, 'gaze_vector_z':0.8872988
'gaze_vector':36.21239, 'gaze_vector_x':0.4625283, 'gaze_vector_y':0.05641713, 'gaze_vector_z':0.8847985
'gaze_vector':36.22569, 'gaze_vector_x':0.4740867, 'gaze_vector_y':0.0578839, 'gaze_vector_z':0.8785582
'gaze_vector':36.23856, 'gaze_vector_x':0.4817711, 'gaze_vector_y':0.05500548, 'gaze_vector_z':0.8745624
'gaze_vector':36.25157, 'gaze_vector_x':0.462726, 'gaze_vector_y':0.04793463, 'gaze_vector_z':0.8851951
'gaze_vector':36.26553, 'gaze_vector_x':0.4685335, 'gaze_vector_y':0.05675767, 'gaze_vector_z':0.8816051
'gaze_vector':36.27798, 'gaze_vector_x':0.4603429, 'gaze_vector_y':0.05026739, 'gaze_vector_z':0.8863032
'gaze_vector':36.28974, 'gaze_vector_x':0.4273182, 'gaze_vector_y':0.04670706, 'gaze_vector_z':0.9028786
'gaze_vector':36.30248, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.31521, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.32703, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.33715, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.34906, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.36198, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.37343, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.38403, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.39562, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.40853, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.41911, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.43117, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.4423, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.45462, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.46424, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.4747, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.48627, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.49919, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.51058, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.5223, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.53313, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':36.54585, 'gaze_vector_x':0.197316, 'gaze_vector_y':0.07958372, 'gaze_vector_z':0.9770907
'gaze_vector':36.55721, 'gaze_vector_x':0.1741828, 'gaze_vector_y':0.05770785, 'gaze_vector_z':0.983006
'gaze_vector':36.56991, 'gaze_vector_x':0.1692812, 'gaze_vector_y':0.08349829, 'gaze_vector_z':0.9820105
'gaze_vector':36.58222, 'gaze_vector_x':0.1382306, 'gaze_vector_y':0.07924298, 'gaze_vector_z':0.9872196
'gaze_vector':36.59544, 'gaze_vector_x':0.1191417, 'gaze_vector_y':0.0795504, 'gaze_vector_z':0.9896845
'gaze_vector':36.60799, 'gaze_vector_x':0.1179874, 'gaze_vector_y':0.08992954, 'gaze_vector_z':0.9889234
'gaze_vector':36.61956, 'gaze_vector_x':0.1070325, 'gaze_vector_y':0.08297214, 'gaze_vector_z':0.9907864
'gaze_vector':36.64195, 'gaze_vector_x':0.07905786, 'gaze_vector_y':0.07858113, 'gaze_vector_z':0.9937596
'gaze_vector':36.65301, 'gaze_vector_x':0.06026055, 'gaze_vector_y':0.07922766, 'gaze_vector_z':0.9950218
'gaze_vector':36.66476, 'gaze_vector_x':0.05593596, 'gaze_vector_y':0.07463244, 'gaze_vector_z':0.9956344
'gaze_vector':36.6775, 'gaze_vector_x':0.02805544, 'gaze_vector_y':0.08011065, 'gaze_vector_z':0.9963863
'gaze_vector':36.69161, 'gaze_vector_x':0.002790577, 'gaze_vector_y':0.07886895, 'gaze_vector_z':0.9968806
'gaze_vector':36.70482, 'gaze_vector_x':-0.02112585, 'gaze_vector_y':0.07435708, 'gaze_vector_z':0.9970021
'gaze_vector':36.71584, 'gaze_vector_x':-0.02175545, 'gaze_vector_y':0.08152022, 'gaze_vector_z':0.9964213
'gaze_vector':36.72726, 'gaze_vector_x':-0.02685792, 'gaze_vector_y':0.08106343, 'gaze_vector_z':0.9963323
'gaze_vector':36.74074, 'gaze_vector_x':-0.01909264, 'gaze_vector_y':0.07961987, 'gaze_vector_z':0.9966289
'gaze_vector':36.75418, 'gaze_vector_x':-0.03521488, 'gaze_vector_y':0.0807819, 'gaze_vector_z':0.9960966
'gaze_vector':36.76979, 'gaze_vector_x':-0.04635395, 'gaze_vector_y':0.08108139, 'gaze_vector_z':0.9956186
'gaze_vector':36.78241, 'gaze_vector_x':-0.06330492, 'gaze_vector_y':0.08043995, 'gaze_vector_z':0.9947464
'gaze_vector':36.79376, 'gaze_vector_x':-0.08172655, 'gaze_vector_y':0.07926615, 'gaze_vector_z':0.9934864
'gaze_vector':36.8054, 'gaze_vector_x':-0.0992987, 'gaze_vector_y':0.0778543, 'gaze_vector_z':0.9919975
'gaze_vector':36.8171, 'gaze_vector_x':-0.1157705, 'gaze_vector_y':0.06740883, 'gaze_vector_z':0.9909849
'gaze_vector':36.83101, 'gaze_vector_x':-0.1317812, 'gaze_vector_y':0.0728961, 'gaze_vector_z':0.9885882
'gaze_vector':36.84521, 'gaze_vector_x':-0.1609309, 'gaze_vector_y':0.06997325, 'gaze_vector_z':0.9844731
'gaze_vector':36.85737, 'gaze_vector_x':-0.1668009, 'gaze_vector_y':0.06937805, 'gaze_vector_z':0.983543
'gaze_vector':36.86877, 'gaze_vector_x':-0.1769944, 'gaze_vector_y':0.06873076, 'gaze_vector_z':0.981799
'gaze_vector':36.88391, 'gaze_vector_x':-0.1897218, 'gaze_vector_y':0.06696485, 'gaze_vector_z':0.9795462
'gaze_vector':36.89735, 'gaze_vector_x':-0.2087682, 'gaze_vector_y':0.06915483, 'gaze_vector_z':0.975512
'gaze_vector':36.90784, 'gaze_vector_x':-0.2293424, 'gaze_vector_y':0.05737459, 'gaze_vector_z':0.9716477
'gaze_vector':36.92006, 'gaze_vector_x':-0.2401895, 'gaze_vector_y':0.05170204, 'gaze_vector_z':0.96934
'gaze_vector':36.93144, 'gaze_vector_x':-0.2515131, 'gaze_vector_y':0.05644335, 'gaze_vector_z':0.9662014
'gaze_vector':36.94199, 'gaze_vector_x':-0.2551353, 'gaze_vector_y':0.05728915, 'gaze_vector_z':0.9652047
'gaze_vector':36.95402, 'gaze_vector_x':-0.2701599, 'gaze_vector_y':0.05711682, 'gaze_vector_z':0.9611052
'gaze_vector':36.96705, 'gaze_vector_x':-0.2980955, 'gaze_vector_y':0.05631652, 'gaze_vector_z':0.9528642
'gaze_vector':36.979, 'gaze_vector_x':-0.3089261, 'gaze_vector_y':0.05816707, 'gaze_vector_z':0.9492986
'gaze_vector':36.99195, 'gaze_vector_x':-0.3172829, 'gaze_vector_y':0.0598993, 'gaze_vector_z':0.9464316
'gaze_vector':37.00348, 'gaze_vector_x':-0.3250036, 'gaze_vector_y':0.05999167, 'gaze_vector_z':0.9438046
'gaze_vector':37.01592, 'gaze_vector_x':-0.3349215, 'gaze_vector_y':0.06442967, 'gaze_vector_z':0.940038
'gaze_vector':37.02817, 'gaze_vector_x':-0.3357673, 'gaze_vector_y':0.06937946, 'gaze_vector_z':0.9393703
'gaze_vector':37.03944, 'gaze_vector_x':-0.3429293, 'gaze_vector_y':0.0674106, 'gaze_vector_z':0.9369369
'gaze_vector':37.05336, 'gaze_vector_x':-0.3615348, 'gaze_vector_y':0.05898004, 'gaze_vector_z':0.930482
'gaze_vector':37.06615, 'gaze_vector_x':-0.3788725, 'gaze_vector_y':0.05376669, 'gaze_vector_z':0.9238722
'gaze_vector':37.07949, 'gaze_vector_x':-0.3913682, 'gaze_vector_y':0.05371092, 'gaze_vector_z':0.9186643
'gaze_vector':37.0914, 'gaze_vector_x':-0.4043105, 'gaze_vector_y':0.05135699, 'gaze_vector_z':0.9131666
'gaze_vector':37.10485, 'gaze_vector_x':-0.4128962, 'gaze_vector_y':0.0513694, 'gaze_vector_z':0.9093173
'gaze_vector':37.1171, 'gaze_vector_x':-0.4184287, 'gaze_vector_y':0.05317283, 'gaze_vector_z':0.9066895
'gaze_vector':37.12827, 'gaze_vector_x':-0.4233899, 'gaze_vector_y':0.05250975, 'gaze_vector_z':0.9044141
'gaze_vector':37.13945, 'gaze_vector_x':-0.4318236, 'gaze_vector_y':0.0515165, 'gaze_vector_z':0.9004787
'gaze_vector':37.1538, 'gaze_vector_x':-0.4347074, 'gaze_vector_y':0.0530092, 'gaze_vector_z':0.8989946
'gaze_vector':37.16484, 'gaze_vector_x':-0.4453503, 'gaze_vector_y':0.04963355, 'gaze_vector_z':0.8939659
'gaze_vector':37.17721, 'gaze_vector_x':-0.4586587, 'gaze_vector_y':0.04750374, 'gaze_vector_z':0.8873281
'gaze_vector':37.18875, 'gaze_vector_x':-0.4769539, 'gaze_vector_y':0.04845268, 'gaze_vector_z':0.8775905
'gaze_vector':37.20382, 'gaze_vector_x':-0.4829212, 'gaze_vector_y':0.05059717, 'gaze_vector_z':0.8741989
'gaze_vector':37.21716, 'gaze_vector_x':-0.4867933, 'gaze_vector_y':0.04558168, 'gaze_vector_z':0.8723248
'gaze_vector':37.22779, 'gaze_vector_x':-0.4904548, 'gaze_vector_y':0.04785007, 'gaze_vector_z':0.8701372
'gaze_vector':37.2392, 'gaze_vector_x':-0.4942994, 'gaze_vector_y':0.04847949, 'gaze_vector_z':0.8679212
'gaze_vector':37.25283, 'gaze_vector_x':-0.4957961, 'gaze_vector_y':0.04847896, 'gaze_vector_z':0.8670844
'gaze_vector':37.2651, 'gaze_vector_x':-0.4988455, 'gaze_vector_y':0.04624375, 'gaze_vector_z':0.865443
'gaze_vector':37.28132, 'gaze_vector_x':-0.4972084, 'gaze_vector_y':0.04276614, 'gaze_vector_z':0.8665744
'gaze_vector':37.29546, 'gaze_vector_x':-0.479186, 'gaze_vector_y':0.05057371, 'gaze_vector_z':0.8762453
'gaze_vector':37.30774, 'gaze_vector_x':-0.4751817, 'gaze_vector_y':0.04896098, 'gaze_vector_z':0.8785235
'gaze_vector':37.31809, 'gaze_vector_x':-0.4756207, 'gaze_vector_y':0.04576149, 'gaze_vector_z':0.878446
'gaze_vector':37.33028, 'gaze_vector_x':-0.4724059, 'gaze_vector_y':0.0427965, 'gaze_vector_z':0.8803306
'gaze_vector':37.34387, 'gaze_vector_x':-0.4704799, 'gaze_vector_y':0.04157181, 'gaze_vector_z':0.8814177
'gaze_vector':37.35535, 'gaze_vector_x':-0.4954639, 'gaze_vector_y':0.0412394, 'gaze_vector_z':0.8676446
'gaze_vector':37.36652, 'gaze_vector_x':-0.5188677, 'gaze_vector_y':0.03716997, 'gaze_vector_z':0.8540311
'gaze_vector':37.37934, 'gaze_vector_x':-0.5090888, 'gaze_vector_y':0.033837, 'gaze_vector_z':0.860043
'gaze_vector':37.39625, 'gaze_vector_x':-0.4964029, 'gaze_vector_y':0.03409967, 'gaze_vector_z':0.8674164
'gaze_vector':37.40743, 'gaze_vector_x':-0.4923441, 'gaze_vector_y':0.035377, 'gaze_vector_z':0.8696796
'gaze_vector':37.41914, 'gaze_vector_x':-0.4719804, 'gaze_vector_y':0.03498087, 'gaze_vector_z':0.8809126
'gaze_vector':37.4312, 'gaze_vector_x':-0.4621261, 'gaze_vector_y':0.03369186, 'gaze_vector_z':0.8861552
'gaze_vector':37.44547, 'gaze_vector_x':-0.4333633, 'gaze_vector_y':0.03948893, 'gaze_vector_z':0.9003413
'gaze_vector':37.4571, 'gaze_vector_x':-0.4363832, 'gaze_vector_y':0.03793614, 'gaze_vector_z':0.8989518
'gaze_vector':37.46892, 'gaze_vector_x':-0.4259525, 'gaze_vector_y':0.03841304, 'gaze_vector_z':0.9039232
