'gaze_vector':0.02, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':12.47977, 'gaze_vector_x':-0.1762504, 'gaze_vector_y':0.04974678, 'gaze_vector_z':0.9830856
'gaze_vector':12.49232, 'gaze_vector_x':-0.1817006, 'gaze_vector_y':0.05085249, 'gaze_vector_z':0.9820229
'gaze_vector':12.50377, 'gaze_vector_x':-0.19313, 'gaze_vector_y':0.05433265, 'gaze_vector_z':0.9796576
'gaze_vector':12.51726, 'gaze_vector_x':-0.2028941, 'gaze_vector_y':0.05296779, 'gaze_vector_z':0.9777527
'gaze_vector':12.53037, 'gaze_vector_x':-0.2176085, 'gaze_vector_y':0.04256447, 'gaze_vector_z':0.9751028
'gaze_vector':12.5431, 'gaze_vector_x':-0.2328533, 'gaze_vector_y':0.05303594, 'gaze_vector_z':0.971059
'gaze_vector':12.55315, 'gaze_vector_x':-0.2443767, 'gaze_vector_y':0.05089334, 'gaze_vector_z':0.9683419
'gaze_vector':12.5659, 'gaze_vector_x':-0.2525504, 'gaze_vector_y':0.0528621, 'gaze_vector_z':0.9661226
'gaze_vector':12.57861, 'gaze_vector_x':-0.2721935, 'gaze_vector_y':0.04596037, 'gaze_vector_z':0.9611408
'gaze_vector':12.59199, 'gaze_vector_x':-0.2883432, 'gaze_vector_y':0.03560571, 'gaze_vector_z':0.9568614
'gaze_vector':12.60341, 'gaze_vector_x':-0.2959987, 'gaze_vector_y':0.03525779, 'gaze_vector_z':0.9545256
'gaze_vector':12.61763, 'gaze_vector_x':-0.3145909, 'gaze_vector_y':0.03546817, 'gaze_vector_z':0.9485513
'gaze_vector':12.63252, 'gaze_vector_x':-0.3323812, 'gaze_vector_y':0.03578316, 'gaze_vector_z':0.9424615
'gaze_vector':12.64591, 'gaze_vector_x':-0.341373, 'gaze_vector_y':0.03524286, 'gaze_vector_z':0.9392592
'gaze_vector':12.659, 'gaze_vector_x':-0.351424, 'gaze_vector_y':0.03428831, 'gaze_vector_z':0.9355786
'gaze_vector':12.67081, 'gaze_vector_x':-0.3595182, 'gaze_vector_y':0.03456775, 'gaze_vector_z':0.9324902
'gaze_vector':12.68233, 'gaze_vector_x':-0.3656934, 'gaze_vector_y':0.03754944, 'gaze_vector_z':0.9299716
'gaze_vector':12.69405, 'gaze_vector_x':-0.3724875, 'gaze_vector_y':0.03821313, 'gaze_vector_z':0.9272415
'gaze_vector':12.70504, 'gaze_vector_x':-0.3816414, 'gaze_vector_y':0.03720162, 'gaze_vector_z':0.9235591
'gaze_vector':12.71799, 'gaze_vector_x':-0.3897137, 'gaze_vector_y':0.03626863, 'gaze_vector_z':0.9202084
'gaze_vector':12.73015, 'gaze_vector_x':-0.3967329, 'gaze_vector_y':0.03944406, 'gaze_vector_z':0.9170853
'gaze_vector':12.74259, 'gaze_vector_x':-0.4091218, 'gaze_vector_y':0.04043348, 'gaze_vector_z':0.9115809
'gaze_vector':12.75564, 'gaze_vector_x':-0.4153712, 'gaze_vector_y':0.04550756, 'gaze_vector_z':0.9085038
'gaze_vector':12.77222, 'gaze_vector_x':-0.4192404, 'gaze_vector_y':0.04809545, 'gaze_vector_z':0.9065984
'gaze_vector':12.78354, 'gaze_vector_x':-0.4226627, 'gaze_vector_y':0.04427089, 'gaze_vector_z':0.905189
'gaze_vector':12.795, 'gaze_vector_x':-0.4213655, 'gaze_vector_y':0.04342824, 'gaze_vector_z':0.905847
'gaze_vector':12.80838, 'gaze_vector_x':-0.4133637, 'gaze_vector_y':0.04624175, 'gaze_vector_z':0.9093865
'gaze_vector':12.82094, 'gaze_vector_x':-0.4106219, 'gaze_vector_y':0.04555688, 'gaze_vector_z':0.9106563
'gaze_vector':12.83288, 'gaze_vector_x':-0.4141998, 'gaze_vector_y':0.04406101, 'gaze_vector_z':0.9091074
'gaze_vector':12.84436, 'gaze_vector_x':-0.4107802, 'gaze_vector_y':0.04385326, 'gaze_vector_z':0.9106745
'gaze_vector':12.85628, 'gaze_vector_x':-0.4113789, 'gaze_vector_y':0.0400366, 'gaze_vector_z':0.9105684
'gaze_vector':12.86852, 'gaze_vector_x':-0.4042093, 'gaze_vector_y':0.04304212, 'gaze_vector_z':0.9136502
'gaze_vector':12.8801, 'gaze_vector_x':-0.3898048, 'gaze_vector_y':0.04798821, 'gaze_vector_z':0.9196418
'gaze_vector':12.89451, 'gaze_vector_x':-0.38276, 'gaze_vector_y':0.04926356, 'gaze_vector_z':0.9225243
'gaze_vector':12.90454, 'gaze_vector_x':-0.3791251, 'gaze_vector_y':0.0458341, 'gaze_vector_z':0.9242074
'gaze_vector':12.91699, 'gaze_vector_x':-0.3733296, 'gaze_vector_y':0.0454834, 'gaze_vector_z':0.9265682
'gaze_vector':12.92809, 'gaze_vector_x':-0.3668855, 'gaze_vector_y':0.04388378, 'gaze_vector_z':0.9292187
'gaze_vector':12.93887, 'gaze_vector_x':-0.387454, 'gaze_vector_y':0.04107815, 'gaze_vector_z':0.9209649
'gaze_vector':12.95272, 'gaze_vector_x':-0.4044632, 'gaze_vector_y':0.037046, 'gaze_vector_z':0.9137895
'gaze_vector':12.96412, 'gaze_vector_x':-0.4126148, 'gaze_vector_y':0.03997167, 'gaze_vector_z':0.9100133
'gaze_vector':12.97558, 'gaze_vector_x':-0.4062059, 'gaze_vector_y':0.038977, 'gaze_vector_z':0.9129475
'gaze_vector':12.98656, 'gaze_vector_x':-0.3940099, 'gaze_vector_y':0.03925552, 'gaze_vector_z':0.9182581
'gaze_vector':12.99807, 'gaze_vector_x':-0.384827, 'gaze_vector_y':0.0390306, 'gaze_vector_z':0.9221477
'gaze_vector':13.01003, 'gaze_vector_x':-0.3738918, 'gaze_vector_y':0.0392854, 'gaze_vector_z':0.9266229
'gaze_vector':13.02123, 'gaze_vector_x':-0.362045, 'gaze_vector_y':0.03909541, 'gaze_vector_z':0.9313315
'gaze_vector':13.03559, 'gaze_vector_x':-0.3473658, 'gaze_vector_y':0.04060066, 'gaze_vector_z':0.9368488
'gaze_vector':13.04606, 'gaze_vector_x':-0.33457, 'gaze_vector_y':0.04173005, 'gaze_vector_z':0.9414291
'gaze_vector':13.05922, 'gaze_vector_x':-0.3213039, 'gaze_vector_y':0.0416442, 'gaze_vector_z':0.9460523
'gaze_vector':13.07097, 'gaze_vector_x':-0.3059811, 'gaze_vector_y':0.04107291, 'gaze_vector_z':0.9511406
'gaze_vector':13.08397, 'gaze_vector_x':-0.2930681, 'gaze_vector_y':0.04059381, 'gaze_vector_z':0.9552275
'gaze_vector':13.09614, 'gaze_vector_x':-0.2816041, 'gaze_vector_y':0.04043953, 'gaze_vector_z':0.9586648
'gaze_vector':13.10773, 'gaze_vector_x':-0.2562645, 'gaze_vector_y':0.03969503, 'gaze_vector_z':0.9657862
'gaze_vector':13.12136, 'gaze_vector_x':-0.2395739, 'gaze_vector_y':0.04649827, 'gaze_vector_z':0.9697604
'gaze_vector':13.1344, 'gaze_vector_x':-0.2279614, 'gaze_vector_y':0.04662268, 'gaze_vector_z':0.9725401
'gaze_vector':13.14565, 'gaze_vector_x':-0.2173151, 'gaze_vector_y':0.04767513, 'gaze_vector_z':0.9749308
'gaze_vector':13.15746, 'gaze_vector_x':-0.2068306, 'gaze_vector_y':0.04805244, 'gaze_vector_z':0.977188
'gaze_vector':13.1693, 'gaze_vector_x':-0.1907718, 'gaze_vector_y':0.04694467, 'gaze_vector_z':0.9804965
'gaze_vector':13.18099, 'gaze_vector_x':-0.1945741, 'gaze_vector_y':0.0411896, 'gaze_vector_z':0.9800192
'gaze_vector':13.19287, 'gaze_vector_x':-0.1880732, 'gaze_vector_y':0.04191574, 'gaze_vector_z':0.9812481
'gaze_vector':13.20408, 'gaze_vector_x':-0.1788346, 'gaze_vector_y':0.04089622, 'gaze_vector_z':0.9830135
'gaze_vector':13.21588, 'gaze_vector_x':-0.1670347, 'gaze_vector_y':0.04032089, 'gaze_vector_z':0.9851126
'gaze_vector':13.22863, 'gaze_vector_x':-0.1555153, 'gaze_vector_y':0.04007141, 'gaze_vector_z':0.9870139
'gaze_vector':13.24106, 'gaze_vector_x':-0.1285776, 'gaze_vector_y':0.04080154, 'gaze_vector_z':0.9908538
'gaze_vector':13.25242, 'gaze_vector_x':-0.1033532, 'gaze_vector_y':0.04154189, 'gaze_vector_z':0.9937737
'gaze_vector':13.26556, 'gaze_vector_x':-0.09003989, 'gaze_vector_y':0.03968451, 'gaze_vector_z':0.9951417
'gaze_vector':13.27747, 'gaze_vector_x':-0.08292273, 'gaze_vector_y':0.04237457, 'gaze_vector_z':0.9956502
'gaze_vector':13.28925, 'gaze_vector_x':-0.06533211, 'gaze_vector_y':0.03992994, 'gaze_vector_z':0.9970601
'gaze_vector':13.30206, 'gaze_vector_x':-0.0562288, 'gaze_vector_y':0.04122191, 'gaze_vector_z':0.9975566
'gaze_vector':13.31513, 'gaze_vector_x':-0.0373168, 'gaze_vector_y':0.03958004, 'gaze_vector_z':0.9985164
'gaze_vector':13.32936, 'gaze_vector_x':-0.04397949, 'gaze_vector_y':0.04042105, 'gaze_vector_z':0.9982116
'gaze_vector':13.34164, 'gaze_vector_x':-0.02199341, 'gaze_vector_y':0.03748107, 'gaze_vector_z':0.9990537
'gaze_vector':13.35343, 'gaze_vector_x':-0.01642157, 'gaze_vector_y':0.04262798, 'gaze_vector_z':0.9989457
'gaze_vector':13.36739, 'gaze_vector_x':0.01020224, 'gaze_vector_y':0.03927653, 'gaze_vector_z':0.9991661
'gaze_vector':13.37859, 'gaze_vector_x':0.01579778, 'gaze_vector_y':0.0431786, 'gaze_vector_z':0.9989357
'gaze_vector':13.38915, 'gaze_vector_x':0.02817812, 'gaze_vector_y':0.04222076, 'gaze_vector_z':0.9987035
'gaze_vector':13.40154, 'gaze_vector_x':0.05225517, 'gaze_vector_y':0.04649755, 'gaze_vector_z':0.997547
'gaze_vector':13.41339, 'gaze_vector_x':0.05918675, 'gaze_vector_y':0.03658705, 'gaze_vector_z':0.9975656
'gaze_vector':13.42601, 'gaze_vector_x':0.07533441, 'gaze_vector_y':0.03869317, 'gaze_vector_z':0.9963925
'gaze_vector':13.43743, 'gaze_vector_x':0.08912081, 'gaze_vector_y':0.04425483, 'gaze_vector_z':0.9950233
'gaze_vector':13.45222, 'gaze_vector_x':0.1046085, 'gaze_vector_y':0.0404416, 'gaze_vector_z':0.9936886
'gaze_vector':13.46392, 'gaze_vector_x':0.1232596, 'gaze_vector_y':0.04172213, 'gaze_vector_z':0.9914873
'gaze_vector':13.47539, 'gaze_vector_x':0.1310529, 'gaze_vector_y':0.04346389, 'gaze_vector_z':0.9904174
'gaze_vector':13.48696, 'gaze_vector_x':0.1377225, 'gaze_vector_y':0.04257922, 'gaze_vector_z':0.9895425
'gaze_vector':13.49823, 'gaze_vector_x':0.1461778, 'gaze_vector_y':0.04252771, 'gaze_vector_z':0.9883362
'gaze_vector':13.51178, 'gaze_vector_x':0.1578564, 'gaze_vector_y':0.04335114, 'gaze_vector_z':0.9865002
'gaze_vector':13.52427, 'gaze_vector_x':0.175124, 'gaze_vector_y':0.04468523, 'gaze_vector_z':0.9835218
'gaze_vector':13.53697, 'gaze_vector_x':0.1849505, 'gaze_vector_y':0.04501858, 'gaze_vector_z':0.9817056
'gaze_vector':13.54869, 'gaze_vector_x':0.1940449, 'gaze_vector_y':0.04579037, 'gaze_vector_z':0.9799211
'gaze_vector':13.56227, 'gaze_vector_x':0.2025813, 'gaze_vector_y':0.04652978, 'gaze_vector_z':0.978157
'gaze_vector':13.57325, 'gaze_vector_x':0.2090658, 'gaze_vector_y':0.04876338, 'gaze_vector_z':0.9766753
'gaze_vector':13.58612, 'gaze_vector_x':0.2401676, 'gaze_vector_y':0.04045501, 'gaze_vector_z':0.9698861
'gaze_vector':13.59854, 'gaze_vector_x':0.2500266, 'gaze_vector_y':0.04780778, 'gaze_vector_z':0.9670492
'gaze_vector':13.61055, 'gaze_vector_x':0.2615726, 'gaze_vector_y':0.04723404, 'gaze_vector_z':0.9640115
'gaze_vector':13.62542, 'gaze_vector_x':0.2739043, 'gaze_vector_y':0.04592292, 'gaze_vector_z':0.9606498
'gaze_vector':13.63671, 'gaze_vector_x':0.2867967, 'gaze_vector_y':0.04641637, 'gaze_vector_z':0.9568508
'gaze_vector':13.65021, 'gaze_vector_x':0.2935176, 'gaze_vector_y':0.04238918, 'gaze_vector_z':0.9550003
'gaze_vector':13.66224, 'gaze_vector_x':0.3029518, 'gaze_vector_y':0.04160076, 'gaze_vector_z':0.9520938
'gaze_vector':13.67129, 'gaze_vector_x':0.3110065, 'gaze_vector_y':0.03376421, 'gaze_vector_z':0.9497986
'gaze_vector':13.68281, 'gaze_vector_x':0.3237407, 'gaze_vector_y':0.02316595, 'gaze_vector_z':0.9458593
'gaze_vector':13.69643, 'gaze_vector_x':0.3417046, 'gaze_vector_y':0.01912016, 'gaze_vector_z':0.9396108
'gaze_vector':13.70879, 'gaze_vector_x':0.3607096, 'gaze_vector_y':0.02101794, 'gaze_vector_z':0.9324321
'gaze_vector':13.72111, 'gaze_vector_x':0.3792302, 'gaze_vector_y':0.03651217, 'gaze_vector_z':0.9245674
'gaze_vector':13.73319, 'gaze_vector_x':0.3881242, 'gaze_vector_y':0.03731043, 'gaze_vector_z':0.920849
'gaze_vector':13.74621, 'gaze_vector_x':0.3912855, 'gaze_vector_y':0.0326549, 'gaze_vector_z':0.9196755
'gaze_vector':13.75884, 'gaze_vector_x':0.3959889, 'gaze_vector_y':0.02918965, 'gaze_vector_z':0.9177859
'gaze_vector':13.76948, 'gaze_vector_x':0.4022308, 'gaze_vector_y':0.02866507, 'gaze_vector_z':0.9150771
'gaze_vector':13.78111, 'gaze_vector_x':0.4128311, 'gaze_vector_y':0.02876597, 'gaze_vector_z':0.9103458
'gaze_vector':13.79371, 'gaze_vector_x':0.4186208, 'gaze_vector_y':0.02905387, 'gaze_vector_z':0.9076908
'gaze_vector':13.80526, 'gaze_vector_x':0.4337687, 'gaze_vector_y':0.02636402, 'gaze_vector_z':0.9006303
'gaze_vector':13.81735, 'gaze_vector_x':0.4511154, 'gaze_vector_y':0.03173916, 'gaze_vector_z':0.8918966
'gaze_vector':13.82897, 'gaze_vector_x':0.4639291, 'gaze_vector_y':0.03437227, 'gaze_vector_z':0.8851893
'gaze_vector':13.84214, 'gaze_vector_x':0.4691654, 'gaze_vector_y':0.04283236, 'gaze_vector_z':0.882057
'gaze_vector':13.85388, 'gaze_vector_x':0.4645037, 'gaze_vector_y':0.03279414, 'gaze_vector_z':0.8849516
'gaze_vector':13.86582, 'gaze_vector_x':0.4643655, 'gaze_vector_y':0.02610771, 'gaze_vector_z':0.8852435
'gaze_vector':13.87978, 'gaze_vector_x':0.4457943, 'gaze_vector_y':0.03354631, 'gaze_vector_z':0.8945047
'gaze_vector':13.89207, 'gaze_vector_x':0.4479647, 'gaze_vector_y':0.03844803, 'gaze_vector_z':0.8932235
'gaze_vector':13.90338, 'gaze_vector_x':0.4502567, 'gaze_vector_y':0.03968275, 'gaze_vector_z':0.8920139
'gaze_vector':13.91547, 'gaze_vector_x':0.4399272, 'gaze_vector_y':0.03830424, 'gaze_vector_z':0.897211
'gaze_vector':13.92976, 'gaze_vector_x':0.4363494, 'gaze_vector_y':0.04023448, 'gaze_vector_z':0.8988661
'gaze_vector':13.94118, 'gaze_vector_x':0.4266917, 'gaze_vector_y':0.0352982, 'gaze_vector_z':0.9037023
'gaze_vector':13.95256, 'gaze_vector_x':0.4079906, 'gaze_vector_y':0.02864064, 'gaze_vector_z':0.912536
'gaze_vector':13.96375, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':13.97657, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':13.98651, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':13.99706, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.00889, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.02165, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.03255, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.04417, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.0553, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.06812, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.07841, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.08844, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.09924, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.11053, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.1237, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.13719, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.14826, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.16346, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.1762, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.18643, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.20049, 'gaze_vector_x':0, 'gaze_vector_y':0, 'gaze_vector_z':0
'gaze_vector':14.21351, 'gaze_vector_x':0.08238266, 'gaze_vector_y':0.06376863, 'gaze_vector_z':0.9945515
'gaze_vector':14.22618, 'gaze_vector_x':0.06942658, 'gaze_vector_y':0.06055816, 'gaze_vector_z':0.995736
'gaze_vector':14.23802, 'gaze_vector_x':0.06505666, 'gaze_vector_y':0.07558355, 'gaze_vector_z':0.9950062
'gaze_vector':14.25031, 'gaze_vector_x':0.0555841, 'gaze_vector_y':0.07110833, 'gaze_vector_z':0.9959169
'gaze_vector':14.26342, 'gaze_vector_x':0.03981886, 'gaze_vector_y':0.07034342, 'gaze_vector_z':0.9967199
'gaze_vector':14.27446, 'gaze_vector_x':0.01111313, 'gaze_vector_y':0.06938655, 'gaze_vector_z':0.9975207
'gaze_vector':14.28666, 'gaze_vector_x':-0.003474089, 'gaze_vector_y':0.06268332, 'gaze_vector_z':0.9980163
'gaze_vector':14.30002, 'gaze_vector_x':-0.01284374, 'gaze_vector_y':0.05572322, 'gaze_vector_z':0.9983603
'gaze_vector':14.31151, 'gaze_vector_x':-0.02446349, 'gaze_vector_y':0.05710368, 'gaze_vector_z':0.9980576
'gaze_vector':14.32364, 'gaze_vector_x':-0.03762539, 'gaze_vector_y':0.05704118, 'gaze_vector_z':0.9976593
'gaze_vector':14.33623, 'gaze_vector_x':-0.05010564, 'gaze_vector_y':0.05416683, 'gaze_vector_z':0.9972615
'gaze_vector':14.34649, 'gaze_vector_x':-0.06254585, 'gaze_vector_y':0.05170937, 'gaze_vector_z':0.9966871
'gaze_vector':14.36133, 'gaze_vector_x':-0.07530231, 'gaze_vector_y':0.05060035, 'gaze_vector_z':0.9958686
'gaze_vector':14.37369, 'gaze_vector_x':-0.08858849, 'gaze_vector_y':0.05242124, 'gaze_vector_z':0.9946812
'gaze_vector':14.3848, 'gaze_vector_x':-0.09850346, 'gaze_vector_y':0.05334052, 'gaze_vector_z':0.9936984
'gaze_vector':14.39881, 'gaze_vector_x':-0.1185409, 'gaze_vector_y':0.04654055, 'gaze_vector_z':0.9918494
'gaze_vector':14.41108, 'gaze_vector_x':-0.1273149, 'gaze_vector_y':0.04686533, 'gaze_vector_z':0.9907492
'gaze_vector':14.42033, 'gaze_vector_x':-0.1350917, 'gaze_vector_y':0.05099377, 'gaze_vector_z':0.989516
'gaze_vector':14.43305, 'gaze_vector_x':-0.1416578, 'gaze_vector_y':0.05699965, 'gaze_vector_z':0.9882604
'gaze_vector':14.44675, 'gaze_vector_x':-0.1484873, 'gaze_vector_y':0.05898958, 'gaze_vector_z':0.9871511
'gaze_vector':14.45986, 'gaze_vector_x':-0.1565421, 'gaze_vector_y':0.05758876, 'gaze_vector_z':0.9859808
'gaze_vector':14.47224, 'gaze_vector_x':-0.1620796, 'gaze_vector_y':0.06464902, 'gaze_vector_z':0.984645
'gaze_vector':14.48499, 'gaze_vector_x':-0.1759322, 'gaze_vector_y':0.06556566, 'gaze_vector_z':0.9822017
'gaze_vector':14.49871, 'gaze_vector_x':-0.1935605, 'gaze_vector_y':0.06516282, 'gaze_vector_z':0.9789115
'gaze_vector':14.50962, 'gaze_vector_x':-0.2008919, 'gaze_vector_y':0.06490088, 'gaze_vector_z':0.9774508
'gaze_vector':14.52115, 'gaze_vector_x':-0.2161355, 'gaze_vector_y':0.06181615, 'gaze_vector_z':0.9743969
'gaze_vector':14.53399, 'gaze_vector_x':-0.2266952, 'gaze_vector_y':0.06010418, 'gaze_vector_z':0.9721057
'gaze_vector':14.54598, 'gaze_vector_x':-0.2425579, 'gaze_vector_y':0.0579919, 'gaze_vector_z':0.9683885
'gaze_vector':14.5572, 'gaze_vector_x':-0.2559547, 'gaze_vector_y':0.05756624, 'gaze_vector_z':0.9649632
'gaze_vector':14.56978, 'gaze_vector_x':-0.2624223, 'gaze_vector_y':0.05763599, 'gaze_vector_z':0.9632276
'gaze_vector':14.58202, 'gaze_vector_x':-0.2769612, 'gaze_vector_y':0.0563079, 'gaze_vector_z':0.9592217
'gaze_vector':14.59518, 'gaze_vector_x':-0.289097, 'gaze_vector_y':0.05444165, 'gaze_vector_z':0.9557481
'gaze_vector':14.60603, 'gaze_vector_x':-0.2975768, 'gaze_vector_y':0.05440446, 'gaze_vector_z':0.9531371
'gaze_vector':14.61798, 'gaze_vector_x':-0.3089778, 'gaze_vector_y':0.05154559, 'gaze_vector_z':0.9496589
'gaze_vector':14.62909, 'gaze_vector_x':-0.3300148, 'gaze_vector_y':0.04682525, 'gaze_vector_z':0.9428018
'gaze_vector':14.6423, 'gaze_vector_x':-0.3367655, 'gaze_vector_y':0.050416, 'gaze_vector_z':0.9402254
'gaze_vector':14.65361, 'gaze_vector_x':-0.348298, 'gaze_vector_y':0.04599188, 'gaze_vector_z':0.9362547
'gaze_vector':14.66603, 'gaze_vector_x':-0.3559941, 'gaze_vector_y':0.04453737, 'gaze_vector_z':0.9334211
'gaze_vector':14.68428, 'gaze_vector_x':-0.3677122, 'gaze_vector_y':0.04729143, 'gaze_vector_z':0.9287221
'gaze_vector':14.69615, 'gaze_vector_x':-0.391749, 'gaze_vector_y':0.04461186, 'gaze_vector_z':0.9189759
'gaze_vector':14.70922, 'gaze_vector_x':-0.3999875, 'gaze_vector_y':0.04445469, 'gaze_vector_z':0.9154396
'gaze_vector':14.72214, 'gaze_vector_x':-0.4072997, 'gaze_vector_y':0.04520559, 'gaze_vector_z':0.9121693
'gaze_vector':14.73567, 'gaze_vector_x':-0.4195076, 'gaze_vector_y':0.04794902, 'gaze_vector_z':0.9064763
'gaze_vector':14.74914, 'gaze_vector_x':-0.4252484, 'gaze_vector_y':0.05111133, 'gaze_vector_z':0.9036238
'gaze_vector':14.7613, 'gaze_vector_x':-0.4369696, 'gaze_vector_y':0.05062649, 'gaze_vector_z':0.8980446
'gaze_vector':14.77483, 'gaze_vector_x':-0.4472066, 'gaze_vector_y':0.05003255, 'gaze_vector_z':0.8930188
'gaze_vector':14.78774, 'gaze_vector_x':-0.4615715, 'gaze_vector_y':0.0496391, 'gaze_vector_z':0.8856985
'gaze_vector':14.7984, 'gaze_vector_x':-0.4665642, 'gaze_vector_y':0.04980672, 'gaze_vector_z':0.8830655
'gaze_vector':14.80916, 'gaze_vector_x':-0.4699426, 'gaze_vector_y':0.04989252, 'gaze_vector_z':0.8812805
'gaze_vector':14.8276, 'gaze_vector_x':-0.4795511, 'gaze_vector_y':0.04936917, 'gaze_vector_z':0.8761209
'gaze_vector':14.84221, 'gaze_vector_x':-0.4830237, 'gaze_vector_y':0.05140528, 'gaze_vector_z':0.8740922
'gaze_vector':14.85371, 'gaze_vector_x':-0.4830604, 'gaze_vector_y':0.05168093, 'gaze_vector_z':0.8740497
'gaze_vector':14.86581, 'gaze_vector_x':-0.48101, 'gaze_vector_y':0.04859419, 'gaze_vector_z':0.8753611
'gaze_vector':14.8788, 'gaze_vector_x':-0.4756507, 'gaze_vector_y':0.04596579, 'gaze_vector_z':0.8784176
'gaze_vector':14.89152, 'gaze_vector_x':-0.4645724, 'gaze_vector_y':0.04089422, 'gaze_vector_z':0.8845769
'gaze_vector':14.90383, 'gaze_vector_x':-0.451027, 'gaze_vector_y':0.04083533, 'gaze_vector_z':0.8915608
'gaze_vector':14.91765, 'gaze_vector_x':-0.4479847, 'gaze_vector_y':0.04341554, 'gaze_vector_z':0.8929718
'gaze_vector':14.93067, 'gaze_vector_x':-0.4391019, 'gaze_vector_y':0.04403542, 'gaze_vector_z':0.8973534
'gaze_vector':14.94286, 'gaze_vector_x':-0.4335794, 'gaze_vector_y':0.04511491, 'gaze_vector_z':0.8999842
'gaze_vector':14.95565, 'gaze_vector_x':-0.4281667, 'gaze_vector_y':0.04478785, 'gaze_vector_z':0.9025781
'gaze_vector':14.96817, 'gaze_vector_x':-0.4281192, 'gaze_vector_y':0.04413915, 'gaze_vector_z':0.9026368
'gaze_vector':14.979, 'gaze_vector_x':-0.4235243, 'gaze_vector_y':0.04330454, 'gaze_vector_z':0.9048355
'gaze_vector':14.99025, 'gaze_vector_x':-0.415279, 'gaze_vector_y':0.04524874, 'gaze_vector_z':0.9085521
'gaze_vector':15.00426, 'gaze_vector_x':-0.4104874, 'gaze_vector_y':0.04356109, 'gaze_vector_z':0.910815
'gaze_vector':15.01716, 'gaze_vector_x':-0.4021459, 'gaze_vector_y':0.0444064, 'gaze_vector_z':0.9144839
'gaze_vector':15.02835, 'gaze_vector_x':-0.3941175, 'gaze_vector_y':0.04545273, 'gaze_vector_z':0.9179313
'gaze_vector':15.04024, 'gaze_vector_x':-0.3742223, 'gaze_vector_y':0.04680051, 'gaze_vector_z':0.9261441
'gaze_vector':15.0541, 'gaze_vector_x':-0.3562299, 'gaze_vector_y':0.04462635, 'gaze_vector_z':0.933326
'gaze_vector':15.06527, 'gaze_vector_x':-0.3474063, 'gaze_vector_y':0.04160183, 'gaze_vector_z':0.9367882
'gaze_vector':15.07711, 'gaze_vector_x':-0.3346652, 'gaze_vector_y':0.04310224, 'gaze_vector_z':0.9413413
'gaze_vector':15.0873, 'gaze_vector_x':-0.3239744, 'gaze_vector_y':0.04197589, 'gaze_vector_z':0.94513
'gaze_vector':15.10074, 'gaze_vector_x':-0.3139222, 'gaze_vector_y':0.04228819, 'gaze_vector_z':0.9484951
'gaze_vector':15.11186, 'gaze_vector_x':-0.3017431, 'gaze_vector_y':0.04484743, 'gaze_vector_z':0.952328
'gaze_vector':15.1239, 'gaze_vector_x':-0.2914315, 'gaze_vector_y':0.04586876, 'gaze_vector_z':0.9554869
'gaze_vector':15.13454, 'gaze_vector_x':-0.2805198, 'gaze_vector_y':0.04642521, 'gaze_vector_z':0.9587217
'gaze_vector':15.14781, 'gaze_vector_x':-0.2708692, 'gaze_vector_y':0.04639157, 'gaze_vector_z':0.9614968
'gaze_vector':15.16119, 'gaze_vector_x':-0.2601387, 'gaze_vector_y':0.04666382, 'gaze_vector_z':0.9644379
'gaze_vector':15.17238, 'gaze_vector_x':-0.2489711, 'gaze_vector_y':0.04683079, 'gaze_vector_z':0.967374
